ID,lemma,pos,frequency
2991,escúchamir,VERB,742
2992,apretar,VERB,742
2993,judío,NOUN,742
2994,calidad,NOUN,741
2995,exponer,VERB,741
2996,jodida,NOUN,740
2997,apropiado,ADJ,740
2998,basta,PROPN,740
2999,plan,PROPN,740
3000,arreglar él,VERB,739
3001,hundir,VERB,739
3002,terry,PROPN,739
3003,cruel,ADJ,739
3004,emitir,VERB,738
3005,irás,VERB,738
3006,competencia,NOUN,737
3007,olvidser,VERB,737
3008,señorita,PROPN,737
3009,park,PROPN,737
3010,desagradable,ADJ,737
3011,400,NUM,736
3012,escudo,NOUN,736
3013,sentar él,VERB,736
3014,roger,PROPN,736
3015,jesse,PROPN,736
3016,sopa,NOUN,735
3017,efectivo,ADJ,735
3018,karen,PROPN,735
3019,bandera,NOUN,734
3020,no.\nno,NOUN,734
3021,resistir,VERB,734
3022,castigo,NOUN,734
3023,suicidio,NOUN,734
3024,ayudarno,NOUN,734
3025,quédate,PROPN,734
3026,ejecutar,VERB,734
3027,empiecir,VERB,733
3028,admirar,VERB,731
3029,encontrar yo,VERB,731
3030,podía,NOUN,731
3031,preocupar él,VERB,731
3032,sã³lo,VERB,731
3033,ultimo,ADJ,731
3034,medio,ADJ,731
3035,sara,PROPN,731
3036,aéreo,ADJ,730
3037,podiar,VERB,730
3038,hoyo,NOUN,730
3039,contentar,VERB,730
3040,cerdo,ADJ,730
3041,robado,ADJ,730
3042,invierno,NOUN,729
3043,invitación,NOUN,726
3044,conseguir él,VERB,726
3045,kelly,PROPN,726
3046,sé.\nno,VERB,725
3047,dirás,VERB,724
3048,cojón,NOUN,724
3049,pecado,NOUN,724
3050,mostrar él,VERB,724
3051,ganador,NOUN,724
3052,alterar,VERB,724
3053,testimonio,NOUN,723
3054,cero,NOUN,723
3055,afuera,NOUN,723
3056,siento,NOUN,723
3057,sigar,VERB,723
3058,estarã,PROPN,723
3059,stark,PROPN,723
3060,apellido,NOUN,722
3061,conciencia,NOUN,722
3062,arder,VERB,722
3063,sal,ADJ,722
3064,leyenda,NOUN,722
3065,sector,NOUN,722
3066,sentir yo,VERB,722
3067,tenga,NOUN,721
3068,encontrer,VERB,721
3069,bicicleta,NOUN,720
3070,sacarte,NOUN,720
3071,cartera,NOUN,720
3072,beth,PROPN,720
3073,burlar,VERB,720
3074,â¿tién,NOUN,719
3075,joya,NOUN,719
3076,sur,PROPN,719
3077,irmir,VERB,719
3078,house,PROPN,718
3079,temprano,ADJ,718
3080,retener,VERB,718
3081,medicamento,NOUN,717
3082,plata,NOUN,717
3083,maravilla,NOUN,717
3084,dimir,VERB,717
3085,almorzar,VERB,717
3086,completar,VERB,717
3087,unidad,PROPN,717
3088,adentro,ADJ,716
3089,ronda,NOUN,716
3090,desnudo,ADJ,716
3091,acción,PROPN,716
3092,reaccionar,VERB,715
3093,â¿dã³ndir,VERB,715
3094,infección,NOUN,715
3095,emocionante,ADJ,715
3096,julia,PROPN,715
3097,preciso,ADJ,714
3098,arthur,PROPN,714
3099,sabe,PROPN,713
3100,expresar,VERB,713
3101,sabã­a,NOUN,713
3102,encontrarer,VERB,712
3103,dinero.\nno,NOUN,712
3104,desgraciado,ADJ,712
3105,dejes,VERB,711
3106,cultura,NOUN,711
3107,ahogar,VERB,711
3108,ti.\ny,NOUN,711
3109,estructura,NOUN,710
3110,chocar,VERB,710
3111,nación,NOUN,710
3112,cerebral,ADJ,710
3113,transmisión,NOUN,710
3114,absoluto,ADJ,710
3115,fan,NOUN,710
3116,misterioso,ADJ,710
3117,hayar,VERB,710
3118,deje,VERB,709
3119,extremadamente,ADV,709
3120,metal,NOUN,709
3121,tele,NOUN,709
3122,tragar,VERB,709
3123,no.\npero,NOUN,709
3124,urgente,ADJ,709
3125,alcance,NOUN,709
3126,sr,PROPN,708
3127,vital,ADJ,708
3128,generación,NOUN,707
3129,interpretar,VERB,707
3130,â¿verdad,NOUN,707
3131,convencido,ADJ,707
3132,solitario,ADJ,707
3133,ron,PROPN,707
3134,elizabeth,PROPN,706
3135,dime,ADJ,706
3136,comprendo,VERB,706
3137,vo,ADJ,706
3138,combustible,NOUN,705
3139,boston,PROPN,704
3140,director,PROPN,703
3141,noble,ADJ,703
3142,grano,NOUN,702
3143,dosis,NOUN,702
3144,cubierta,NOUN,701
3145,no.\nno,NUM,701
3146,this,NOUN,701
3147,buen,PROPN,699
3148,tranquilo,PROPN,699
3149,prácticamente,ADV,698
3150,rose,PROPN,698
3151,oficialmente,ADV,698
3152,sobrino,NOUN,697
3153,king,PROPN,696
3154,negativo,ADJ,696
3155,masa,NOUN,695
3156,uno,PROPN,695
3157,estupidez,NOUN,695
3158,pasta,NOUN,695
3159,aquí.\nsí,PROPN,695
3160,anda,PROPN,695
3161,ves,NOUN,694
3162,ministro,NOUN,694
3163,acuerdo,ADJ,694
3164,black,PROPN,693
3165,reconocimiento,NOUN,693
3166,célula,NOUN,693
3167,suyo,PRON,693
3168,viste,PROPN,693
3169,influencia,NOUN,692
3170,mundial,ADJ,692
3171,tiroteo,NOUN,692
3172,mã­.,NOUN,692
3173,mortal,ADJ,691
3174,susan,PROPN,690
3175,jay,PROPN,690
3176,bicho,NOUN,690
3177,presento,ADJ,690
3178,ten,VERB,690
3179,superficie,NOUN,689
3180,puerto,NOUN,689
3181,dañar,VERB,689
3182,amo,NOUN,688
3183,pesar,VERB,688
3184,completo,NOUN,687
3185,paciencia,NOUN,687
3186,mago,NOUN,687
3187,propuesta,NOUN,687
3188,estáis,VERB,687
3189,zorra,NOUN,686
3190,nosotros.\nno,NOUN,686
3191,no?\nsí,NOUN,686
3192,vamos.\nno,PROPN,686
3193,pelã­cula,NOUN,686
3194,casco,NOUN,686
3195,allã,NUM,685
3196,decirte,PROPN,685
3197,josh,PROPN,685
3198,emma,PROPN,685
3199,disfraz,NOUN,684
3200,temporal,ADJ,684
3201,lujo,NOUN,684
3202,garantizar,VERB,684
3203,mancha,NOUN,683
3204,leal,ADJ,683
3205,eso?\nsí,PROPN,683
3206,ministro,PROPN,683
3207,libra,NOUN,682
3208,atar,VERB,682
3209,mear,VERB,681
3210,petición,NOUN,681
3211,vecindario,NOUN,681
3212,típico,ADJ,680
3213,uds.,PRON,680
3214,activo,ADJ,680
3215,concurso,NOUN,680
3216,aceite,NOUN,680
3217,derribar,VERB,679
3218,tendrá,NOUN,679
3219,estariar,VERB,679
3220,amarillo,ADJ,678
3221,difã­cil,ADJ,677
3222,johnson,PROPN,677
3223,des,ADP,677
3224,atado,ADJ,677
3225,receta,NOUN,677
3226,estuvir,AUX,676
3227,â,NOUN,676
3228,have,PROPN,676
3229,sé,PROPN,675
3230,ascensor,NOUN,675
3231,debiste,ADJ,675
3232,saco,NOUN,675
3233,oye,INTJ,674
3234,juro,ADJ,673
3235,miss,PROPN,673
3236,industria,NOUN,673
3237,invertir,VERB,673
3238,razã³n,NOUN,673
3239,lucy,PROPN,673
3240,robin,PROPN,673
3241,mio,PROPN,672
3242,bien.\nestoy,PROPN,672
3243,alquiler,NOUN,672
3244,pensastar,VERB,672
3245,hospital,PROPN,672
3246,n,VERB,671
3247,matastir,VERB,671
3248,conejo,NOUN,670
3249,químico,ADJ,670
3250,alice,PROPN,670
3251,almacén,NOUN,670
3252,ãºltimo,ADJ,669
3253,norma,NOUN,669
3254,niño,PROPN,669
3255,°,NUM,668
3256,olvid,NOUN,668
3257,transformar,VERB,668
3258,condado,NOUN,668
3259,oreja,NOUN,667
3260,bruce,PROPN,667
3261,decidido,ADJ,667
3262,impacto,NOUN,666
3263,manos,NOUN,666
3264,comprometido,ADJ,665
3265,instalar,VERB,665
3266,ud,PROPN,665
3267,asombroso,ADJ,665
3268,actuación,NOUN,664
3269,cañón,NOUN,664
3270,desierto,NOUN,663
3271,costumbre,NOUN,663
3272,texto,NOUN,662
3273,dormitorio,NOUN,662
3274,patético,ADJ,662
3275,want,PROPN,662
3276,harã­ar,VERB,661
3277,â¡es,NUM,661
3278,garaje,NOUN,661
3279,condenar,VERB,661
3280,añadir,VERB,661
3281,colección,NOUN,661
3282,dejã³,VERB,660
3283,sangre,PROPN,660
3284,chloe,PROPN,660
3285,adorable,ADJ,659
3286,llamser,VERB,659
3287,inglés,ADJ,659
3288,brown,PROPN,659
3289,orinar,VERB,658
3290,cooper,PROPN,658
3291,27,NUM,658
3292,asignar,VERB,658
3293,sacrificar,VERB,658
3294,azúcar,NOUN,658
3295,tumor,NOUN,658
3296,verificar,VERB,657
3297,secundario,ADJ,657
3298,transferir,VERB,657
3299,acudir,VERB,657
3300,eso.\ny,PROPN,657
3301,sheriff,NOUN,657
3302,reir,VERB,656
3303,unido,ADJ,656
3304,flota,NOUN,656
3305,cuidado,PROPN,656
3306,involucrar,VERB,656
3307,dólar,NOUN,656
3308,derrotar,VERB,656
3309,laura,PROPN,655
3310,científico,ADJ,655
3311,tradición,NOUN,654
3312,sacrificio,NOUN,654
3313,quiã,ADJ,653
3314,bien.\nir,VERB,653
3315,trasladar,VERB,652
3316,acuerdas,VERB,652
3317,patrick,PROPN,652
3318,digno,ADJ,652
3319,competir,VERB,652
3320,reporte,NOUN,652
3321,gordon,PROPN,651
3322,gigante,ADJ,651
3323,manipular,VERB,651
3324,central,ADJ,651
3325,dame,VERB,651
3326,taylor,PROPN,651
3327,doc,PROPN,651
3328,cuán,ADV,651
3329,gerente,NOUN,651
3330,alto,NOUN,650
3331,materia,NOUN,650
3332,malvado,ADJ,650
3333,mentiroso,ADJ,650
3334,sensor,NOUN,649
3335,trata,NOUN,649
3336,meter yo,VERB,649
3337,callejón,NOUN,649
3338,dejarte,NOUN,649
3339,dado,ADJ,647
3340,seriar,VERB,647
3341,preguntarte,NOUN,647
3342,west,PROPN,647
3343,.no,PUNCT,646
3344,profesional,NOUN,646
3345,\nno,SCONJ,646
3346,oir él,VERB,646
3347,hey,PROPN,645
3348,70,NUM,645
3349,profesor,PROPN,645
3350,decente,ADJ,645
3351,simon,PROPN,645
3352,ahã­,ADJ,644
3353,perdedor,NOUN,644
3354,presentar él,VERB,644
3355,ciertamente,ADV,644
3356,pedido,NOUN,644
3357,sacerdote,NOUN,643
3358,rugir,VERB,643
3359,marshall,PROPN,643
3360,greg,PROPN,643
3361,lanzamiento,NOUN,643
3362,guía,NOUN,642
3363,ibar,VERB,642
3364,â¿estã,ADJ,642
3365,usado,ADJ,642
3366,pon,ADV,642
3367,jessica,PROPN,642
3368,ã,NOUN,641
3369,sacar yo,VERB,641
3370,demandar,VERB,641
3371,ó,CCONJ,641
3372,convenir,VERB,641
3373,hamburguesa,NOUN,641
3374,nacimiento,NOUN,640
3375,sensible,ADJ,640
3376,llegarer,VERB,640
3377,expresión,NOUN,640
3378,hã,PROPN,640
3379,cuartel,NOUN,640
3380,citar,VERB,639
3381,referencia,NOUN,639
3382,estaba,NOUN,639
3383,alemania,PROPN,639
3384,wilson,PROPN,638
3385,absoluto,NOUN,637
3386,tenerte,NOUN,637
3387,proteger él,VERB,637
3388,preocupartir,VERB,637
3389,diseño,NOUN,637
3390,hablarer,VERB,637
3391,mí.\nno,PROPN,637
3392,dividir,VERB,636
3393,pedirte,NOUN,636
3394,no?\nporque,SCONJ,636
3395,jefa,NOUN,636
3396,esto?\nno,NOUN,636
3397,salgo,PRON,636
3398,ahã­,PROPN,635
3399,figura,NOUN,635
3400,separado,ADJ,635
3401,juegos,PROPN,635
3402,volver él,VERB,635
3403,â¿quiere,PRON,634
3404,verte,PROPN,634
3405,probar él,VERB,634
3406,â¿de,ADJ,634
3407,exigir,VERB,634
3408,dejado,ADJ,634
3409,hacerlo.\nno,AUX,634
3410,te,DET,634
3411,perdistir,VERB,633
3412,reino,NOUN,633
3413,estallar,VERB,633
3414,condenado,ADJ,633
3415,financiero,ADJ,632
3416,irte,ADJ,632
3417,28,NUM,632
3418,virgen,PROPN,632
3419,asesinado,ADJ,632
3420,aplicar,VERB,632
3421,patada,NOUN,632
3422,gasolina,NOUN,631
3423,habla,PROPN,631
3424,fuiste,PROPN,631
3425,fuga,NOUN,630
3426,enfrente,ADV,630
3427,fruta,NOUN,630
3428,pudiérar,VERB,630
3429,solicitud,NOUN,630
3430,casar yo,VERB,630
3431,s,NOUN,630
3432,travã,PROPN,630
3433,llover,VERB,629
3434,hollywood,PROPN,629
3435,destinado,ADJ,629
3436,amanda,PROPN,629
3437,mantener yo,VERB,628
3438,clima,NOUN,628
3439,esclavo,NOUN,628
3440,26,NUM,628
3441,pasión,NOUN,628
3442,clásico,ADJ,627
3443,gota,NOUN,627
3444,comprar él,VERB,627
3445,serpiente,NOUN,627
3446,toalla,NOUN,626
3447,poquito,ADJ,626
3448,alto,PROPN,626
3449,acuerda,NOUN,626
3450,honesto,ADJ,625
3451,jugo,NOUN,625
3452,enterrado,ADJ,625
3453,andrew,PROPN,625
3454,not,ADP,625
3455,rock,NOUN,625
3456,diferente,DET,624
3457,medir,VERB,624
3458,miel,NOUN,624
3459,abby,PROPN,624
3460,pagar él,VERB,623
3461,marcus,PROPN,623
3462,prometo,ADJ,623
3463,llevé,VERB,623
3464,ceremonia,NOUN,623
3465,fuerar,VERB,623
3466,rodear,VERB,623
3467,decírtelo,NOUN,622
3468,escuché,PROPN,622
3469,helado,ADJ,622
3470,conflicto,NOUN,622
3471,cabina,NOUN,622
3472,pasaporte,NOUN,622
3473,moderno,ADJ,621
3474,sear,VERB,621
3475,nancy,PROPN,621
3476,alumno,NOUN,621
3477,librar,VERB,621
3478,mater,VERB,621
3479,pavo,NOUN,621
3480,recorrer,VERB,621
3481,fred,PROPN,621
3482,quã,AUX,620
3483,vuestro,ADJ,620
3484,pandilla,NOUN,619
3485,hotel,PROPN,619
3486,verás,VERB,619
3487,aumento,NOUN,619
3488,vida.\ny,PROPN,619
3489,imbã,PROPN,619
3490,sofá,NOUN,618
3491,alegría,NOUN,618
3492,rojo,NOUN,617
3493,furioso,ADJ,617
3494,alfombra,NOUN,617
3495,partida,NOUN,617
3496,km,PROPN,617
3497,tendría,NOUN,617
3498,rápidamente,ADV,617
3499,encanto,NOUN,616
3500,asco,NOUN,616
3501,casa.\nno,NOUN,616
3502,bravo,PROPN,616
3503,policia,NOUN,616
3504,taller,NOUN,615
3505,pierda,ADJ,615
3506,piensa,NOUN,615
3507,salga,NOUN,615
3508,muchísimo,ADV,615
3509,parker,PROPN,615
3510,italiano,ADJ,615
3511,hubiera,NOUN,615
3512,equivoca,ADJ,614
3513,irmar,VERB,614
3514,ligero,ADJ,614
3515,jackie,PROPN,614
3516,agenda,NOUN,614
3517,lucas,PROPN,614
3518,cállate,PROPN,614
3519,salido,ADJ,613
3520,división,NOUN,613
3521,cazador,NOUN,613
3522,miserable,ADJ,612
3523,sí?\nsí,PROPN,612
3524,bla,PROPN,612
3525,up,PROPN,612
3526,cã¡mara,NOUN,611
3527,investigador,NOUN,611
3528,rollo,NOUN,611
3529,pizza,PROPN,611
3530,gracias.\ngracia,NOUN,611
3531,roy,PROPN,611
3532,testificar,VERB,611
3533,déjeme,VERB,610
3534,calmar,VERB,610
3535,dibujar,VERB,610
3536,donna,PROPN,610
3537,pueda,ADJ,609
3538,ponte,NOUN,608
3539,forense,ADJ,608
3540,otro,ADJ,608
3541,generar,VERB,608
3542,mata,NOUN,608
3543,suministro,NOUN,608
3544,maestro,PROPN,608
3545,aguja,NOUN,607
3546,cuestionar,VERB,607
3547,ford,PROPN,607
3548,telefónico,ADJ,607
3549,vear,VERB,607
3550,casa.\ny,PROPN,607
3551,espero,PROPN,606
3552,nervio,NOUN,606
3553,irme,ADJ,606
3554,prima,NOUN,606
3555,\b1\c&h00ffff,PROPN,606
3556,b,PROPN,605
3557,gafa,NOUN,605
3558,despierto,ADJ,605
3559,comprometer,VERB,604
3560,santo,PROPN,604
3561,qué?\nes,PROPN,604
3562,suelto,ADJ,604
3563,pisar,VERB,604
3564,francisco,PROPN,604
3565,indio,NOUN,604
3566,golf,NOUN,604
3567,siéntate,PROPN,603
3568,columna,NOUN,603
3569,haber yo,VERB,603
3570,prestado,ADJ,603
3571,años.\nno,NOUN,603
3572,stan,PROPN,603
3573,impresionar,VERB,602
3574,dalir,VERB,602
3575,escala,NOUN,602
3576,fantasía,NOUN,602
3577,todavã­a,ADJ,601
3578,empeorar,VERB,601
3579,acercar él,VERB,600
3580,basar,VERB,600
3581,habler,VERB,600
3582,rusia,PROPN,600
3583,casa.\nno,SCONJ,600
3584,estacionamiento,NOUN,599
3585,disparar él,VERB,599
3586,encontrã,VERB,598
3587,florida,PROPN,598
3588,â¿dã³nde,NUM,598
3589,museo,NOUN,598
3590,sheldon,PROPN,598
3591,años.\ny,PROPN,598
3592,caber,VERB,598
3593,extender,VERB,598
3594,reemplazar,VERB,597
3595,decírselo,NOUN,597
3596,risa,NOUN,597
3597,think,PROPN,597
3598,oístir,VERB,596
3599,quedarar,VERB,596
3600,penny,PROPN,596
3601,cima,NOUN,596
3602,algo,PROPN,596
3603,origen,NOUN,596
3604,derek,PROPN,596
3605,escape,NOUN,596
3606,autorización,NOUN,596
3607,existencia,NOUN,596
3608,tolerar,VERB,595
3609,helen,PROPN,595
3610,cuanto,SCONJ,595
3611,ave,NOUN,595
3612,policial,ADJ,595
3613,pluma,NOUN,595
3614,hablo,PROPN,595
3615,bien.\nme,PROPN,594
3616,alicia,PROPN,594
3617,necesit,ADJ,593
3618,reino,PROPN,593
3619,oã­do,ADJ,592
3620,potencia,NOUN,592
3621,pánico,NOUN,591
3622,leonard,PROPN,591
3623,señalar,VERB,591
3624,confundido,ADJ,590
3625,clínica,NOUN,589
3626,nocturno,ADJ,589
3627,rango,NOUN,589
3628,efectivo,NOUN,589
3629,concepto,NOUN,588
3630,carlos,PROPN,588
3631,star,PROPN,588
3632,sentencia,NOUN,588
3633,ian,PROPN,588
3634,fallo,NOUN,587
3635,ansioso,ADJ,587
3636,registrado,ADJ,587
3637,perder él,VERB,587
3638,tomar yo,VERB,587
3639,navegar,VERB,587
3640,uniforme,NOUN,587
3641,posesión,NOUN,587
3642,acero,NOUN,587
3643,colonia,NOUN,587
3644,tir,VERB,586
3645,verdad.\nno,NOUN,586
3646,días.\nbuenos,PROPN,586
3647,satélite,NOUN,586
3648,adonde,PRON,586
3649,jordan,PROPN,586
3650,episodio,NOUN,585
3651,conducta,NOUN,585
3652,honesto,NOUN,585
3653,aplastar,VERB,585
3654,green,PROPN,585
3655,práctica,NOUN,584
3656,así.\nno,ADJ,584
3657,ganancia,NOUN,584
3658,estuvistar,VERB,584
3659,pila,NOUN,584
3660,fabricar,VERB,584
3661,razonable,ADJ,584
3662,treinta,NUM,584
3663,expulsar,VERB,583
3664,similar,ADJ,583
3665,primer,PROPN,583
3666,guión,NOUN,583
3667,escucher,VERB,583
3668,date,PROPN,582
3669,chupar,VERB,582
3670,â¿es,ADJ,582
3671,ai,PROPN,582
3672,puedo.\nno,VERB,581
3673,â¿por,PUNCT,581
3674,esperen,PROPN,581
3675,méxico,PROPN,581
3676,más.\nno,NOUN,580
3677,interferir,VERB,580
3678,mezcla,NOUN,580
3679,favor.\npor,PROPN,580
3680,enseñar él,VERB,579
3681,mezclar,VERB,579
3682,sello,NOUN,579
3683,jaula,NOUN,579
3684,vera,ADJ,579
3685,davis,PROPN,579
3686,dragón,NOUN,579
3687,secuencia,NOUN,578
3688,debilidad,NOUN,578
3689,habrã­a,ADV,578
3690,extremo,NOUN,578
3691,uh,PROPN,578
3692,ayudarte,NOUN,578
3693,instante,NOUN,578
3694,guiar,VERB,577
3695,serer,VERB,577
3696,vas,VERB,577
3697,exacto,NOUN,577
3698,maldición,PROPN,577
3699,mierdar,VERB,577
3700,hannah,PROPN,577
3701,corte,PROPN,576
3702,abandonado,ADJ,576
3703,medianoche,NOUN,576
3704,vincent,PROPN,576
3705,gallina,NOUN,576
3706,plantar,VERB,576
3707,alimento,NOUN,576
3708,corbata,NOUN,576
3709,tirador,NOUN,576
3710,tiburón,NOUN,576
3711,hazlo,PROPN,575
3712,aliento,NOUN,575
3713,nuevamente,ADV,575
3714,tragedia,NOUN,574
3715,tyler,PROPN,574
3716,abrazo,NOUN,574
3717,fabuloso,ADJ,574
3718,dominar,VERB,574
3719,generoso,ADJ,574
3720,long,PROPN,574
3721,bien.\nte,ADJ,573
3722,prohibido,ADJ,573
3723,múltiple,ADJ,573
3724,retrasar,VERB,573
3725,molly,PROPN,573
3726,equipo,PROPN,572
3727,increã­ble,ADJ,572
3728,adicto,NOUN,572
3729,enemigo,ADJ,571
3730,pariente,NOUN,571
3731,pulso,NOUN,571
3732,white,PROPN,571
3733,oficial,PROPN,571
3734,presentación,NOUN,571
3735,ned,PROPN,571
3736,francés,NOUN,571
3737,rogar,VERB,570
3738,nube,NOUN,570
3739,pescado,NOUN,570
3740,bueno,NOUN,570
3741,habría,NOUN,570
3742,tensión,NOUN,570
3743,comentar,VERB,569
3744,pregunte,ADV,569
3745,combatir,VERB,569
3746,posiblemente,ADV,569
3747,emocional,ADJ,569
3748,pinta,NOUN,569
3749,ideal,ADJ,569
3750,miller,PROPN,569
3751,déjalo,PROPN,568
3752,circuito,NOUN,568
3753,irtar,VERB,568
3754,pareces,PROPN,567
3755,1000,NUM,567
3756,consumir,VERB,567
3757,captar,VERB,567
3758,idioma,NOUN,567
3759,afirmar,VERB,566
3760,abrir él,VERB,566
3761,mundo,PROPN,566
3762,transportar,VERB,566
3763,defensa,PROPN,566
3764,hablé,PROPN,566
3765,asuntos,PROPN,566
3766,no?\nno,ADJ,565
3767,niã±os,NOUN,565
3768,increíblemente,ADV,565
3769,control,PROPN,565
3770,150,NUM,565
3771,recientemente,ADV,564
3772,empiezo,VERB,564
3773,mami,PROPN,564
3774,tabla,NOUN,563
3775,tatuaje,NOUN,563
3776,ingresar,VERB,563
3777,agencia,PROPN,563
3778,sr.,NOUN,563
3779,hacía,NOUN,562
3780,bueno,PROPN,562
3781,bien.\nes,PROPN,562
3782,colina,NOUN,562
3783,eso.\nlo,NOUN,562
3784,decirte,NOUN,562
3785,man,PROPN,562
3786,hicimo,NOUN,562
3787,verdaderamente,ADV,562
3788,coordenada,NOUN,562
3789,conversar,VERB,561
3790,construcción,NOUN,561
3791,gesto,NOUN,561
3792,lã­nea,NOUN,561
3793,deshacer él,VERB,560
3794,resistencia,NOUN,560
3795,multitud,NOUN,560
3796,street,PROPN,560
3797,jamir,VERB,559
3798,grosero,ADJ,559
3799,necesita,ADJ,559
3800,porquería,NOUN,559
3801,acento,NOUN,559
3802,biblia,PROPN,558
3803,corresponder,VERB,558
3804,er,ADJ,558
3805,volví,VERB,558
3806,mascota,NOUN,558
3807,negro,PROPN,558
3808,constante,ADJ,558
3809,código,PROPN,557
3810,extraordinario,ADJ,557
3811,qué?\n¿por,PROPN,557
3812,gimnasio,NOUN,557
3813,despedida,NOUN,557
3814,cargado,ADJ,556
3815,esposo,ADJ,556
3816,odar,VERB,556
3817,instituto,NOUN,556
3818,verás,PROPN,556
3819,actriz,NOUN,556
3820,encuentr,NOUN,556
3821,electrónico,ADJ,556
3822,ee.uu.,PROPN,556
3823,molestia,NOUN,556
3824,corazã³n,PROPN,556
3825,sí.\ny,PROPN,556
3826,asã­.,ADJ,556
3827,lesión,NOUN,556
3828,descargar,VERB,555
3829,progreso,NOUN,555
3830,agregar,VERB,555
3831,mamã,PROPN,554
3832,pato,NOUN,554
3833,vi,AUX,554
3834,invisible,ADJ,554
3835,oscar,PROPN,554
3836,estãºpido,ADJ,553
3837,avanzado,ADJ,553
3838,incómodo,ADJ,553
3839,caballeros,PROPN,553
3840,tendrás,ADJ,553
3841,mueva,ADJ,553
3842,publicidad,NOUN,553
3843,quince,NUM,553
3844,jugada,NOUN,553
3845,estrellar,VERB,553
3846,ley,PROPN,552
3847,apariencia,NOUN,552
3848,quisar,VERB,552
3849,qué?\nno,PRON,552
3850,doblar,VERB,552
3851,parez,ADJ,552
3852,pirata,NOUN,552
3853,trabajo.\nno,NOUN,551
3854,residencia,NOUN,550
3855,anotar,VERB,550
3856,momento.\nno,PROPN,550
3857,enferma,NOUN,550
3858,coã±o,PROPN,550
3859,niã±a,PROPN,549
3860,recomendar,VERB,549
3861,vuestra,NOUN,549
3862,qué?\nla,PROPN,549
3863,seas,NOUN,549
3864,cueva,NOUN,549
3865,limpieza,NOUN,549
3866,monsieur,PROPN,549
3867,cabaña,NOUN,548
3868,disculpar yo,VERB,548
3869,contiguir,VERB,547
3870,10000,NUM,547
3871,cantante,NOUN,547
3872,cobarde,NOUN,547
3873,explorar,VERB,547
3874,haer,VERB,547
3875,llegada,NOUN,546
3876,whisky,PROPN,546
3877,alternativa,NOUN,546
3878,habã­a,NUM,546
3879,bishop,PROPN,546
3880,factura,NOUN,545
3881,sorprendido,ADJ,545
3882,tico,ADJ,545
3883,enviar él,VERB,545
3884,ja,INTJ,545
3885,ola,NOUN,545
3886,aniversario,NOUN,545
3887,about,ADJ,545
3888,seguro,ADV,544
3889,sagrado,ADJ,544
3890,aquã­.,ADJ,544
3891,copa,PROPN,544
3892,riley,PROPN,544
3893,eso.\nno,PRON,543
3894,acabado,ADJ,543
3895,tomado,ADJ,543
3896,argumento,NOUN,542
3897,piano,NOUN,542
3898,ejército,PROPN,542
3899,walt,PROPN,542
3900,steven,PROPN,541
3901,podriar,VERB,541
3902,nieto,NOUN,541
3903,montã³n,NOUN,541
3904,olvidé,VERB,540
3905,tãº.,PROPN,540
3906,pudistir,VERB,540
3907,vender él,VERB,539
3908,bien.\nla,PROPN,539
3909,just,PROPN,539
3910,excepción,NOUN,538
3911,queriar,VERB,538
3912,básico,ADJ,538
3913,internacional,ADJ,538
3914,aãºn,PROPN,537
3915,secundaria,NOUN,537
3916,mã­a,PROPN,537
3917,invadir,VERB,537
3918,pobre,NOUN,537
3919,electricidad,NOUN,537
3920,â¡quã,PROPN,537
3921,caída,NOUN,537
3922,harã,NUM,536
3923,escuela,PROPN,536
3924,debate,NOUN,536
3925,bombero,NOUN,536
3926,fianza,NOUN,536
3927,hada,NOUN,535
3928,puedo,ADJ,535
3929,americano,NOUN,535
3930,adoptar,VERB,535
3931,ganar él,VERB,535
3932,delincuente,NOUN,535
3933,escuchar él,VERB,534
3934,comité,NOUN,534
3935,seã±ora,PROPN,534
3936,´,PROPN,534
3937,él.\ny,NOUN,533
3938,consigar,VERB,533
3939,asegúratir,VERB,533
3940,pico,NOUN,533
3941,torturar,VERB,533
3942,fastidiar,VERB,533
3943,apuñalar,VERB,533
3944,hab él,VERB,532
3945,tuvierar,VERB,532
3946,judío,ADJ,532
3947,etapa,NOUN,532
3948,descripción,NOUN,532
3949,llegado,ADJ,532
3950,listo,PROPN,532
3951,hablarar,VERB,531
3952,sueldo,NOUN,531
3953,aquí.\nno,PROPN,530
3954,tonta,NOUN,530
3955,planeado,ADJ,530
3956,cifra,NOUN,530
3957,salario,NOUN,530
3958,terrorista,ADJ,530
3959,psiquiatra,NOUN,529
3960,inversión,NOUN,529
3961,bien.\nes,ADV,529
3962,doug,PROPN,529
3963,recibo,NOUN,529
3964,absurdo,ADJ,529
3965,privilegio,NOUN,529
3966,traidor,NOUN,529
3967,jacob,PROPN,529
3968,encanta,NOUN,528
3969,gloria,NOUN,528
3970,cuã¡nto,NOUN,528
3971,advertencia,NOUN,527
3972,profundamente,ADV,527
3973,dick,PROPN,527
3974,frankie,PROPN,527
3975,cristo,PROPN,526
3976,edward,PROPN,526
3977,presupuesto,NOUN,526
3978,intercambio,NOUN,526
3979,mentar,VERB,526
3980,at,DET,526
3981,collar,NOUN,525
3982,iré,NOUN,525
3983,varios,PRON,525
3984,lou,PROPN,525
3985,fraude,NOUN,525
3986,olivia,PROPN,524
3987,conceder,VERB,524
3988,señor.\nno,VERB,524
3989,calle,PROPN,524
3990,5000,NUM,524
